ST,state,Temp,MAX,MIN,date
PA,Pennsylvania,47.7,57.8,37.5,2015
RI,Rhode Island,49.7,59.1,40.3,2015
SC,South Carolina,62.6,73.9,51.2,2015
SD,South Dakota,44,55.9,32.2,2015
TN,Tennessee,57.1,67.8,46.4,2015
TX,Texas,64.8,76.8,52.8,2015
UT,Utah,50.6,63.2,37.9,2015
VT,Vermont,41.8,52.2,31.3,2015
VA,Virginia,54.8,65.4,44.2,2015
WA,Washington,48.5,58,38.9,2015
WV,We Virginia,51.2,61.9,40.6,2015
WI,Wisconsin,41,50.8,31.2,2015
WY,Wyoming,42.3,55,29.6,2015
AL,Alabama,64.6,75.4,53.8,2016
AZ,Arizona,61.5,75.2,47.7,2016
AR,Arkansas,61.5,71.9,51.1,2016
CA,California,60.4,72.9,47.9,2016
CO,Colorado,47.1,60.5,33.8,2016
CT,Connecticut,50.4,61,39.8,2016
DE,Delaware,56.6,66.5,46.7,2016
FL,Florida,73.2,82.9,63.5,2016
GA,Georgia,65.3,75.9,54.6,2016
ID,Idaho,46.1,58,34.2,2016
IL,Illinois,53,63,43,2016
IN,Indiana,52.5,62.7,42.3,2016
IA,Iowa,49.1,59.1,39.1,2016
KS,Kansas,56.3,68.5,44,2016
KY,Kentucky,56.5,67.4,45.6,2016
LA,Louisiana,68.2,78.3,58.2,2016
ME,Maine,41.9,52.1,31.7,2016
MD,Maryland,55.6,65.8,45.4,2016
MA,Massachusetts,49,59.7,38.4,2016
MI,Michigan,45.6,55.6,35.6,2016
MN,Minnesota,43.4,53.7,33.2,2016
MS,Mississippi,65.3,76,54.5,2016
MO,Missouri,55.8,66.2,45.4,2016
MT,Montana,44.8,57.1,32.4,2016
NE,Nebraska,50.7,63,38.4,2016
NV,Nevada,52.3,65.6,39.1,2016
NH,New Hampshire,44.3,55.5,33.2,2016
NJ,New Jersey,54.1,64.5,43.8,2016
NM,New Mexico,54.8,69.2,40.5,2016
NY,New York,46.3,56.7,35.9,2016
NC,North Carolina,60.4,70.9,50,2016
ND,North Dakota,43.3,54.9,31.6,2016
OH,Ohio,51.8,62.1,41.5,2016
OK,Oklahoma,60.9,72.4,49.3,2016
OR,Oregon,49.9,61.6,38.2,2016
PA,Pennsylvania,49.7,60.3,39.1,2016
RI,Rhode Island,50.9,60.7,41.1,2016
SC,South Carolina,64.4,75.2,53.6,2016
SD,South Dakota,47.3,59.5,35.1,2016
TN,Tennessee,58.9,69.6,48.2,2016
TX,Texas,66,77.7,54.3,2016
UT,Utah,50.3,62.8,37.8,2016
VT,Vermont,43.4,54.3,32.5,2016
VA,Virginia,56.5,67.1,45.8,2016
WA,Washington,49.8,59.8,39.8,2016
WV,We Virginia,53,64.1,41.9,2016
WI,Wisconsin,44.9,55,34.7,2016
WY,Wyoming,43.9,56.7,31.1,2016
AL,Alabama,66.1,78,54.2,2017
AZ,Arizona,62.2,76.3,48.1,2017
AR,Arkansas,63.3,73.9,52.6,2017
CA,California,59.9,72.3,47.5,2017
CO,Colorado,47.3,61.1,33.4,2017
CT,Connecticut,52,62.3,41.7,2017
DE,Delaware,57.8,67.4,48.1,2017
FL,Florida,72.9,83.4,62.5,2017
GA,Georgia,66.5,78.4,54.6,2017
ID,Idaho,44.5,56.3,32.7,2017
IL,Illinois,55.2,64.9,45.5,2017
IN,Indiana,54.8,64.8,44.8,2017
IA,Iowa,51.1,60.9,41.3,2017
KS,Kansas,57.2,70,44.4,2017
KY,Kentucky,58.7,69.6,47.7,2017
LA,Louisiana,69.4,79.4,59.4,2017
ME,Maine,43.4,53.5,33.2,2017
MD,Maryland,57,66.8,47.2,2017
MA,Massachusetts,50.6,61,40.1,2017
MI,Michigan,47.6,57.2,38,2017
MN,Minnesota,44.7,54.4,35.1,2017
MS,Mississippi,66.7,78.1,55.3,2017
MO,Missouri,57.8,68.5,47.2,2017
MT,Montana,43.9,56,31.9,2017
NE,Nebraska,51.6,64.2,38.9,2017
NV,Nevada,51.8,65.2,38.3,2017
NH,New Hampshire,46,57,35,2017
NJ,New Jersey,55.4,65.5,45.2,2017
NM,New Mexico,55.8,70.7,40.8,2017
NY,New York,48,58.3,37.7,2017
NC,North Carolina,61.4,72.2,50.6,2017
ND,North Dakota,44.1,55.1,33.1,2017
OH,Ohio,54.2,64.4,44,2017
OK,Oklahoma,62.5,74.9,50.2,2017
OR,Oregon,48.2,59.7,36.8,2017
PA,Pennsylvania,51.5,62.1,40.9,2017
RI,Rhode Island,52.4,62.1,42.8,2017
SC,South Carolina,65.6,76.9,54.3,2017
SD,South Dakota,48.1,60.2,35.9,2017
TN,Tennessee,61.1,72.4,49.9,2017
TX,Texas,67.5,79.5,55.5,2017
UT,Utah,50.2,62.8,37.5,2017
VT,Vermont,45,55.6,34.4,2017
VA,Virginia,57.7,68.3,47.1,2017
WA,Washington,47.9,57.4,38.4,2017
WV,We Virginia,55,65.9,44,2017
WI,Wisconsin,46.5,56.1,36.9,2017
WY,Wyoming,43.4,56.5,30.3,2017
